-0.20121,-0.20121,1
0.059441,0.059441,1
-0.14717,-0.14717,1
0.12476,0.12476,1
-8.7965,-8.7965,1
-2.68e+09,-2.68e+09,1
-3.318e+39,-3.318e+39,1
1.0465e+114,1.0465e+114,1
-8.7216e+306,-8.7216e+306,1
Inf,Inf,1
-Inf,-Inf,1
-Inf,-Inf,1
Inf,Inf,1
